id,user,bio,slug,gender,image,date_of_birth,address,location,linkedin,twitter,personal_website,phone_code,phone_number,industry,position,experiences,interests,education_level,department,availability,awards,certifications,capabilities,opportunities,completion_status,last_login,created_at,updated_at
U683K,256,Building standard hear happen strong address.,nacb/profile/tthomas,Female,https://dummyimage.com/454x171,1991-02-05,"['-15.00000000', '-140.00000000']",French Polynesia,http://romero.info/,http://warner.com/,https://www.huffman-anderson.com/,689,8867856233,Interurban and Rural Bus Service,Lobbyist,"['Consulting', 'Renewable Energy', 'Virology']","['Cannabis Policy', 'Cannabis Social Responsibility', 'Cannabis Regulatory Compliance', 'Cannabis Distribution Networks', 'Cannabis Intellectual Property', 'Cannabis Soil and Nutrients']",MS in Political Science,Product Engineering,True,"['Exceptional Contribution to Data Science Models', 'Best Data Science Strategy Implementation']","['Product Marketing Specialist', 'SHRM-CP (SHRM Certified Professional)']","Pro185,Serv114,Serv350,Pro155","OPR083,OPR114,OPR065,OPR113",Completed,2024-02-04 15:08:28,2024-09-28 02:03:55,2024-12-09 06:09:19
U684M,955,How window kind pattern easy hour.,nacb/profile/justincuevas,Male,https://placekitten.com/159/868,1982-04-09,"['40.78914200', '-73.13496100']","The Bahamas, Long Island",http://white.net/,https://webb-bush.com/,https://www.ramirez.biz/,1-242,1711160110,Health Care Plans,Product Development Manager,['Forestry'],"['Cannabis Policy', 'Cannabis Industry Events', 'Cannabis Supply Chain Innovations', 'Cannabis Investment', 'Cannabis Security and Safety', 'Cannabis Processing', 'Cannabis Retail Management']",MS in International Relations,Operations,False,"['Top Performance in Data Analytics Collaboration', 'Innovation in Data Warehousing']","['Dispensary Technician', 'Genetics Specialist']","Pro325,Serv290,Serv106,Pro031","OPR055,OPR016,OPR091,OPR011",Not Started,2024-03-14 06:10:00,2020-09-04 00:38:07,2023-07-28 21:29:34
U685I,65,Realize collection buy.,nacb/profile/pgrant,Male,https://picsum.photos/1024/831,1965-01-15,"['18.25000000', '-63.16666666']",Anguilla,https://miller.com/,https://rivera.biz/,https://lester.info/,1-264,7342572202,Service Learning and Volunteer,Public Affairs Specialist,"['Chemical Engineering', 'Paleontology']","['Cannabis Sales Strategies', 'Cannabis Customer Experience', 'Cannabis Security and Safety', 'Cannabis Distribution Networks']",MS in Political Science,Customer Engagement,True,['Best Data Science Implementation Excellence'],['SHRM-SCP (SHRM Senior Certified Professional)'],"Serv192,Serv002","OPR047,OPR074",Not Started,2024-01-21 14:04:11,2023-02-23 08:20:53,2023-11-07 00:54:08
U686S,699,Note young director couple response.,nacb/profile/owarren,Female,https://picsum.photos/135/334,1978-12-11,"['-18.72378270', '169.06450560']","Vanuatu, Tafea",http://www.harris-ward.info/,https://williams.com/,http://bird.com/,678,9605792857,Furnishings,HR Coordinator,"['Artificial Intelligence', 'Urban Planning', 'Game Design']","['Cannabis Pest Management', 'Cannabis Education Programs', 'Cannabis Research', 'Cannabis Education Programs', 'Cannabis Education']",PhD in Computer Science,Technology Strategy,True,"['Innovation in Data Strategy', 'Outstanding Achievement in Analytics for Business Strategy', 'Data Visualization Innovation Recognition']",[],"Pro265,Serv268,Pro215,Serv248","OPR075,OPR120,OPR013",Not Started,2024-04-24 18:41:38,2023-09-08 19:02:28,2024-10-27 07:07:43
U687U,3753,Drug sport woman beyond skin.,nacb/profile/lsmith,Female,https://placekitten.com/79/591,1982-02-20,"['11.47816100', '-84.77333250']","Nicaragua, Río San Juan",http://www.mcdonald.org/,https://decker.com/,http://www.munoz.info/,505,4603200671,Biomass Electric Power Generation,Production Manager,"['Community Development', 'Healthcare', 'Engineering']","['Cannabis Pain Management', 'Cannabis Education', 'Cannabis Vaping', 'Cannabis Mental Health', 'Cannabis Sustainability', 'Cannabis Packaging', 'Cannabis Research and Development', 'Recreational Cannabis', 'Medical Cannabis']",BS in Social Work,Legal Support,True,[],['Nutrient Specialist'],Serv132,"OPR055,OPR061,OPR077,OPR092",In Progress,2024-01-10 10:42:57,2021-06-08 19:57:07,2021-07-29 14:34:20
U688I,901,Concern Congress respond just get.,nacb/profile/william33,Male,https://picsum.photos/503/707,1957-01-06,"['-74.65000000', '4.48000000']",Antarctica,https://williams.com/,https://perez.com/,https://www.roach-obrien.info/,672,5444756014,Railroads,Regional Sales Manager,"['Industrial Engineering', 'Quality Assurance', 'Space Science']","['Cannabis Social Responsibility', 'Cannabis Cultivation Techniques', 'Cannabis Concentrates', 'Cannabis Security and Safety', 'Cannabis Franchise Opportunities', 'Cannabis Vaping', 'Cannabis Regulations']",BS in History,Business Development,True,['Best Use of Analytics in Business Strategy'],"['Legal Consultant', 'Risk Management Specialist']","Serv206,Pro035,Pro171","OPR038,OPR111,OPR004",Completed,2024-07-14 15:04:43,2020-09-22 21:54:20,2022-07-23 06:49:05
U689K,1453,Ever minute treat debate central order use.,nacb/profile/watkinsdaniel,Female,https://picsum.photos/421/519,1976-06-21,"['-10.50000000', '105.66666666']",Christmas Island,https://www.brooks-thornton.org/,https://www.wade.com/,http://www.brown-boyd.org/,61,4618932426,Retail,Sales Representative,['Sports Management'],"['Cannabis Processing', 'Cannabis Trends', 'Cannabis Conferences', 'Cannabis Professional Training', 'Cannabis Pain Management', 'Cannabis Technology', 'Cannabis Vaping', 'Cannabis Taxation', 'Cannabis Consumption Methods', 'Cannabis Regulations']",Associate Degree in Mathematics,Risk Management,False,['Continuous Improvement Achievement'],[],"Serv048,Pro343","OPR115,OPR056",Completed,2024-01-15 16:14:24,2022-02-23 14:35:24,2024-07-11 23:09:49
U690A,142,Defense per remain sense long.,nacb/profile/jack32,Female,https://dummyimage.com/802x722,2003-04-16,"['14.71667700', '-17.46768610']","Senegal, Dakar",https://www.gibbs-wright.com/,https://floyd.info/,http://davis-perez.com/,221,6119410134,Periodical Publishing,Inventory Manager,['Venture Capital'],"['Recreational Cannabis', 'Cannabis Pest Management']",MS in Computer Science,Finance,True,"['Exceptional Performance in Data Analytics Tools', 'Dashboard Development Excellence']","['CMA (Certified Management Accountant)', 'Sales Representative']","Serv232,Serv252,Pro115,Serv348","OPR029,OPR022",Completed,2024-07-15 14:08:58,2022-04-14 23:13:17,2023-01-25 20:36:53
U691E,1019,Four major event experience beyond news.,nacb/profile/owenelizabeth,Female,https://picsum.photos/732/475,1964-01-30,"['35.80256670', '74.98318080']","Pakistan, Gilgit-Baltistan",https://www.williams.net/,https://williams-wilkins.com/,http://crawford-vega.com/,92,1429199719,Public Relations and Communications Services,Front-End Developer,['Retail'],"['Cannabis Sales Strategies', 'Cannabis Industry Certifications', 'Cannabis Customer Experience', 'Cannabis Advocacy', 'Cannabis Market Analysis', 'Cannabis Supply Chain Management', 'Recreational Cannabis', 'Cannabis Education']",BS in Engineering,Technology Strategy,True,"['Outstanding Achievement in Data Analytics', 'Outstanding Data-Driven Marketing Campaign']",['CISM (Certified Information Security Manager)'],"Serv060,Pro235,Pro023","OPR021,OPR106,OPR118,OPR058",Completed,2024-05-11 05:59:46,2022-10-22 14:08:52,2023-02-28 02:43:37
U692G,2342,Order picture build election respond once represent.,nacb/profile/mbailey,Male,https://picsum.photos/659/1021,2002-11-09,"['48.10807700', '15.80495580']","Austria, Lower Austria",https://king.com/,http://cunningham-howard.org/,http://wallace.net/,43,2663403513,Equipment Rental Services,Franchise Development Manager,['Biotechnology'],"['Cannabis Sales Strategies', 'Cannabis Social Responsibility', 'Cannabis Professional Training', 'Cannabis Drug Interactions', 'Cannabis Policy', 'Cannabis Education', 'Cannabis Edibles', 'Cannabis Emerging Markets']",MS in Psychology,Employee Relations,True,[],"['Accounting Professional', 'Mentor']","Serv114,Serv266,Pro305","OPR052,OPR107,OPR065,OPR093",In Progress,2024-04-28 03:46:58,2021-11-26 01:18:59,2023-08-23 04:10:13
U693Z,3042,Experience president thought toward although PM boy moment.,nacb/profile/jonesmichael,Gay,https://placekitten.com/291/461,1952-12-07,"['-12.83333333', '45.16666666']",Mayotte,https://wagner-anderson.com/,https://jackson.com/,https://hernandez-guerra.info/,262,5717264762,Mortgage Finance,Waste Management Coordinator,"['Marine Biology', 'Advertising', 'Manufacturing']","['Cannabis Sustainability', 'Cannabis Research', 'Cannabis Vaping', 'Cannabis Packaging', 'Cannabis Retail', 'Cannabis Product Development', 'Cannabis Diversity and Inclusion', 'Cannabis Business Development']",PhD in Engineering,Business Operations Management,False,[],"['Post-Harvest Technician', 'CFA (Chartered Financial Analyst)', 'CMA (Certified Management Accountant)']","Pro267,Serv144,Serv032","OPR115,OPR090",Completed,2024-01-25 12:20:24,2024-09-23 16:17:50,2024-09-25 19:54:10
U694M,1681,You difference office box society own left box.,nacb/profile/coopermichelle,Female,https://picsum.photos/311/11,1958-06-02,"['45.96458510', '63.30524280']","Kazakhstan, Baikonur",https://www.hunt-alvarado.net/,https://www.lam.com/,https://anderson.com/,7,8156876048,Social Media,Store Operations Trainer,"['Virology', 'Writing', 'Earth Science']","['Cannabis Emerging Markets', 'Cannabis Waste Management', 'Cannabis Strains', 'Cannabis International Markets', 'Cannabis Conferences']",BS in Public Health,Training and Development,False,[],[],Pro329,"OPR048,OPR113",Completed,2024-02-24 11:17:58,2021-05-28 18:35:05,2024-05-30 17:55:24
U695I,498,Strategy military war tonight political character.,nacb/profile/christophersullivan,Other,https://placekitten.com/898/1013,1952-03-01,"['-19.03333333', '-169.86666666']",Niue,http://www.rodriguez-davidson.com/,https://www.townsend-novak.com/,https://stewart-perry.com/,683,7694849037,Animation and Post-Production,Waste Management Coordinator,"['Civil Engineering', 'Game Design']","['Cannabis for Chronic Conditions', 'Cannabis Legalization', 'Cannabis Innovations', 'Cannabis Regulatory Compliance', 'Cannabis Emerging Markets', 'Cannabis Health Benefits']",MS in Environmental Science,Digital Strategy,False,"['Excellence in Big Data Solutions Implementation', 'Exceptional Contribution to Data Science Models', 'Exceptional Contribution to Real-time Data Analytics']","['Real Estate Specialist', 'Policy Analyst', 'Certified Professional in Supply Management (CPSM)']",Pro071,"OPR034,OPR060,OPR033,OPR107,OPR089",In Progress,2024-01-31 06:43:36,2023-10-29 17:13:23,2024-09-26 23:59:28
U696E,2360,Yourself good central without necessary.,nacb/profile/amanda80,Female,https://picsum.photos/898/107,1977-03-15,"['37.96007660', '58.32606290']","Turkmenistan, Ashgabat",https://www.ray.com/,https://martin-spence.biz/,http://warren.info/,993,3315897901,Oil and Coal Product Manufacturing,Chief Operating Officer (COO),"['Networking', 'Physics']",['Cannabis Processing'],MS in Chemistry,Analytics,True,"['Top Achievement in Big Data Analytics Solutions', 'Top Data Science Innovation Award']","['Certified Ethical Hacker (CEH)', 'Software Developer', 'Nutrient Specialist']",Pro257,"OPR052,OPR103",Completed,2024-03-23 20:12:58,2021-10-13 15:11:33,2024-05-15 00:03:54
U697J,3823,General cell true.,nacb/profile/hgonzales,Male,https://dummyimage.com/785x233,1978-04-10,"['-27.78335740', '-64.26416700']","Argentina, Santiago del Estero",https://watson.com/,https://smith.com/,https://franklin-ford.com/,54,4370656122,Funds and Trusts,Chief Technology Officer (CTO),"['Hospitality', 'Event Planning']","['Cannabis Industry Trends', 'Cannabis Diversity and Inclusion', 'Cannabis Industry Events', 'Cannabis Education Programs', 'Cannabis Dispensary Operations', 'Cannabis Health Benefits', 'Cannabis Business Development']",MS in Hospitality Management,Public Affairs,False,"['Outstanding Achievement in Analytics Tools Innovation', 'Outstanding Achievement in Data Integration', 'Exceptional Contribution to Data Science Research']",[],"Pro075,Pro301","OPR023,OPR092,OPR050",In Progress,2024-06-18 23:56:00,2020-09-16 01:04:57,2024-07-02 18:24:12
U698S,1181,Wind man office same maintain another.,nacb/profile/garyburke,Female,https://dummyimage.com/763x774,1986-11-13,"['19.27961900', '166.64993480']","United States Minor Outlying Islands, Wake Island",https://bentley-gonzalez.org/,http://www.pruitt.biz/,http://www.mueller.com/,1,4409954627,Oil and Gas,Shift Supervisor,['Veterinary Medicine'],"['Cannabis Sustainability', 'Cannabis Regulatory Compliance', 'Cannabis Vaping', 'Cannabis Vaping', 'Cannabis Concentrates', 'Cannabis Professional Training']",PhD in Agriculture,Internal Audit,True,['Best Data-Driven Decision Making'],"['Security Specialist', 'Logistics Coordinator']","Pro139,Pro043,Serv112,Serv300","OPR025,OPR024",In Progress,2024-06-10 00:28:50,2020-09-10 10:45:51,2020-09-25 14:30:10
U699X,3708,Around building small opportunity hard.,nacb/profile/xrichard,Female,https://placekitten.com/423/612,1967-04-06,"['4.00000000', '-53.00000000']",French Guiana,http://www.bishop.com/,http://morgan.info/,https://charles.info/,594,7475459713,Diagnostics and Research,Learning and Development Specialist,['Psychology'],"['Cannabis Innovations', 'Cannabis Industry Trends']",MS in Social Work,Legal Affairs Management,False,"['Exceptional Performance in Data Management Solutions', 'Excellence in Data Science Strategy']","['Public Relations Specialist', 'Entrepreneurship Coach']","Serv304,Serv054,Pro015,Pro063","OPR002,OPR114,OPR029",Completed,2024-05-04 16:46:10,2020-07-29 02:15:43,2024-05-12 06:22:28
U700W,2736,Explain seem minute business eat.,nacb/profile/tracy53,Female,https://placekitten.com/45/834,1962-10-02,"['-1.43002540', '121.44561790']","Indonesia, Sulawesi Tengah",https://www.lane-hanson.com/,http://www.singh-mcfarland.com/,http://www.richardson.com/,62,4404013688,Real Estate - General,Committee Chair,"['Analytics', 'Nanotechnology', 'Music Production']","['Cannabis Innovations', 'Cannabis Processing', 'Cannabis Concentrates', 'Cannabis Innovations']",MS in Chemistry,Customer Relations,True,"['Top Performance in Real-time Data Solutions', 'Best Use of Data in Customer Insights', 'Best Use of Data in Financial Planning']","['Mentor', 'Certified Business Analysis Professional (CBAP)']",Pro015,"OPR041,OPR046,OPR091",In Progress,2024-01-15 10:12:51,2023-04-24 19:46:54,2024-10-08 05:19:23
U701S,3805,Short her national low.,nacb/profile/bradreynolds,Female,https://picsum.photos/363/635,1990-02-07,"['46.10133930', '15.88096930']","Croatia, Krapina-Zagorje",https://www.lambert.info/,http://mcdonald.com/,https://sanchez.com/,385,5330079832,Renewables and Environment,Fleet Manager,['Real Estate'],"['Cannabis Research and Development', 'Cannabis Community Outreach', 'Cannabis Drug Interactions', 'Cannabis Extraction Methods', 'Cannabis Education Programs']",BS in Anthropology,Customer Success,True,[],[],Serv134,"OPR042,OPR065,OPR014,OPR101,OPR118",In Progress,2024-04-09 23:42:53,2021-12-14 09:35:55,2022-01-08 22:43:48
U702C,3443,Effort financial star could.,nacb/profile/jennifer59,Male,https://picsum.photos/395/40,1995-07-22,"['-26.98275770', '31.35416310']","Eswatini, Shiselweni District",http://erickson.com/,http://perry.com/,http://morris.com/,268,3743490912,Civil Engineering,Compliance Officer,"['Anthropology', 'Informatics']","['Cannabis Vaping', 'Medical Cannabis', 'Cannabis Investment', 'Cannabis Education Programs', 'Cannabis Branding', 'Cannabis Investment', 'Cannabis Distribution Networks']",BS in Social Work,Supply Chain,False,[],"['Mentor', 'ISO 9001 (Quality Management)', 'CFA (Chartered Financial Analyst)']","Pro043,Serv374",OPR016,Completed,2024-03-11 21:06:53,2024-12-16 15:56:26,2024-12-20 11:17:00
U703T,2256,Production open student material drop factor.,nacb/profile/nhall,Other,https://dummyimage.com/975x154,1999-05-24,"['-8.00000000', '178.50000000']","Tuvalu, Nukufetau",http://howard.org/,http://harrington.biz/,http://martin.com/,688,5044088493,Aviation and Aerospace,Franchise Support Specialist,"['Food Science', 'Startups', 'Writing']","['Cannabis Compliance', 'Cannabis Packaging', 'Recreational Cannabis', 'Cannabis Regulatory Compliance', 'Cannabis Consumer Behavior', 'Cannabis Supply Chain Management', 'Cannabis for Chronic Conditions']",MS in Graphic Design,Investor Services,True,[],['CISA (Certified Information Systems Auditor)'],Serv218,"OPR107,OPR095",Completed,2024-02-27 11:21:55,2022-02-04 15:07:12,2024-12-24 08:26:22
U704B,2225,Medical job artist total care.,nacb/profile/kingbrandon,Female,https://dummyimage.com/40x244,1973-09-05,"['43.85230950', '-79.52366540']","Saint Vincent and the Grenadines, Saint David Parish",https://www.george-martin.biz/,http://saunders.biz/,http://mathis.info/,1-784,5363006977,Investment Banking/Venture,Chief Revenue Officer (CRO),['Advertising'],"['Cannabis Concentrates', 'Cannabis Pain Management', 'Cannabis Compliance', 'Cannabis Policy', 'Cannabis Social Responsibility', 'Cannabis Distribution Networks', 'Cannabis Marketing', 'Cannabis Mental Health']",BS in Public Health,Corporate Strategy,False,[],[],"Serv078,Serv032,Pro207","OPR116,OPR043",Completed,2024-04-28 10:28:50,2020-04-07 01:46:24,2021-12-26 09:30:40
U705T,531,Employee member face anything I themselves figure.,nacb/profile/nicolerobinson,Male,https://placekitten.com/859/262,1985-12-02,"['45.96458510', '63.30524280']","Kazakhstan, Baikonur",https://www.white-allen.info/,http://solomon-hernandez.net/,http://www.garcia.info/,7,1585407680,Business Services,Merchandiser,"['Forestry', 'Insurance']","['Cannabis Compliance', 'Cannabis Market Analysis', 'Cannabis Compliance', 'Cannabis Dispensary Operations', 'Cannabis Regulatory Compliance']",MS in Accounting,Financial Analysis,False,['Exceptional Contribution to Real-time Data Analytics'],[],"Pro309,Serv290","OPR109,OPR012,OPR032,OPR064,OPR066",Completed,2024-03-04 04:40:22,2024-09-06 15:00:31,2024-10-22 14:18:18
U706C,273,Only economy pick step.,nacb/profile/jeffreygarrett,Female,https://picsum.photos/378/294,1953-01-26,"['15.39632290', '43.56069460']","Yemen, Al Mahwit",https://acevedo.net/,http://peters-fischer.com/,http://murphy.info/,967,9014090159,Retail Products,Instructional Designer,['Engineering'],"['Cannabis Supply Chain Innovations', 'Cannabis Research', 'Cannabis Mental Health', 'Cannabis Health Benefits', 'Cannabis Edibles', 'Cannabis Innovations']",MS in Finance,Corporate Communications,False,[],['Real Estate Specialist'],Pro091,"OPR035,OPR011,OPR012,OPR102",Completed,2024-04-10 00:22:45,2021-01-11 19:17:34,2021-06-28 03:47:16
U707G,1301,Chance or couple.,nacb/profile/yjohnson,Female,https://placekitten.com/801/272,1969-11-09,"['24.56015900', '120.82142650']","Taiwan, Miaoli",https://www.thompson.info/,http://lopez-duffy.com/,https://christian-bailey.com/,886,5798035422,Travel Services,Chief Executive Officer (CEO),"['Social Work', 'Interior Design']","['Cannabis Waste Management', 'Cannabis Health Benefits', 'Medical Cannabis', 'Cannabis Innovations', 'Cannabis Business Development', 'Cannabis Social Responsibility', 'Cannabis Marketing', 'Cannabis Security and Safety', 'Cannabis Cultivation Techniques', 'Cannabis Trends']",Associate Degree in Mathematics,Customer Satisfaction,True,"['Best Data-Driven Product Development', 'Best Data-Driven Decision Making']","['Product Safety Tester', 'ISO 9001 (Quality Management)']",Serv356,"OPR092,OPR052,OPR004,OPR060,OPR103",Completed,2024-04-19 22:11:18,2020-12-21 05:38:05,2021-02-14 23:22:45
U708E,834,People fund line staff authority responsibility.,nacb/profile/eric36,Male,https://dummyimage.com/86x117,1998-03-16,"['-13.65382140', '-172.61592710']","Samoa, Satupa'itea",http://navarro.com/,http://www.hale.com/,https://www.adams-thompson.com/,685,7646322282,Public Policy,Finance Manager,"['Horticulture', 'Economics', 'Astrophysics']","['Cannabis Workshops', 'Cannabis Strains', 'Cannabis Processing', 'Cannabis Regulations', 'Cannabis Startups', 'Cannabis Customer Experience', 'Cannabis Health Benefits', 'Cannabis Sustainability']",PhD in Economics,Digital Transformation,True,[],"['Harm Reduction Specialist', 'Public Relations Specialist', 'Legal Specialist']",Pro263,"OPR083,OPR073,OPR063",Completed,2024-06-11 19:48:45,2020-12-25 11:23:11,2024-06-08 22:05:06
U709Z,1692,Film that home identify.,nacb/profile/vmartin,Male,https://picsum.photos/728/968,1986-12-07,"['-51.75000000', '-59.00000000']",Falkland Islands,https://www.kim.com/,https://schroeder-boyd.com/,https://www.skinner.com/,500,8081923935,Recycling,Quality Assurance Manager,"['Horticulture', 'Public Health']","['Cannabis Consumer Behavior', 'Cannabis Innovations', 'Cannabis Cultivation Equipment', 'Cannabis Compliance', 'Cannabis Market Analysis', 'Cannabis Conferences', 'Cannabis Diversity and Inclusion']",Associate Degree in Art,Financial Analysis,False,['Outstanding Achievement in Data Management Practices'],"['Inventory Manager', 'ISO 14001 (Environmental Management)']","Pro219,Serv038",OPR079,Completed,2024-03-22 01:25:24,2021-11-25 01:42:19,2022-03-26 14:35:05
U710S,3440,Response interview computer it.,nacb/profile/dsmith,Male,https://placekitten.com/663/249,2002-03-30,"['32.46819100', '44.55019350']","Iraq, Babylon",http://www.pope.com/,http://www.richard.info/,https://harris.com/,964,5573837310,Courts of Law,Purchasing Manager,['Psychology'],"['Cannabis Research and Development', 'Cannabis Conferences', 'Cannabis Customer Experience', 'Cannabis for Chronic Conditions', 'Cannabis Marketing']",PhD in Business Administration,Digital Strategy,False,"['Innovation in Data Analytics Techniques', 'Outstanding Data Privacy Protection', 'Behavioral Data Capture Innovation']",[],"Pro023,Pro097,Pro257,Pro299,Serv166","OPR033,OPR059,OPR089",In Progress,2024-01-08 08:45:34,2023-01-31 02:05:15,2024-11-13 14:20:49
U711T,937,Positive box spring brother.,nacb/profile/kimberlynguyen,Other,https://placekitten.com/952/522,1985-04-24,"['-29.03333333', '167.95000000']",Norfolk Island,https://www.horn-roy.info/,https://williams.biz/,https://www.moody.info/,672,3931747369,Furnishings,Government Affairs Director,"['Accounting', 'Customer Service', 'Journalism']","['Cannabis Sustainability', 'Cannabis Clinical Trials', 'Cannabis Retail Management', 'Cannabis Regulatory Compliance', 'Cannabis Workshops', 'Cannabis Education', 'Cannabis Dispensary Operations', 'Cannabis Packaging']",MS in Linguistics,Training and Development,True,[],[],Pro205,OPR062,Completed,2024-03-20 17:58:01,2024-10-01 02:24:50,2024-10-20 21:37:02
U712Z,2360,Piece better firm those.,nacb/profile/markchapman,Male,https://picsum.photos/832/954,1961-11-02,"['15.20000000', '145.75000000']",Northern Mariana Islands,http://www.santos.com/,https://cherry.biz/,http://gonzalez-herrera.net/,1-670,3625885639,Lumber and Wood Production,Education Specialist,"['Energy', 'Mobile App Development']","['Cannabis Professional Training', 'Cannabis Concentrates', 'Cannabis Eco-Friendly Practices', 'Cannabis Retail', 'Cannabis Industry Certifications', 'Cannabis Cultivation Techniques']",MS in Hospitality Management,Software Development,True,"['Excellence in Analytics for Business Operations', 'Top Data Science Excellence Award', 'Exceptional Performance in Data Engineering']",['Operations Manager'],"Serv298,Serv350,Serv212",OPR055,In Progress,2024-05-24 03:54:28,2023-12-07 01:54:12,2024-05-12 17:27:13
U713O,3619,Stay education every benefit personal outside wish.,nacb/profile/erica22,Other,https://dummyimage.com/556x572,1947-04-16,"['43.90370760', '25.96992650']","Romania, Giurgiu County",http://black.org/,http://www.smith-mccoy.com/,https://edwards.com/,40,6992924630,Communications Equipment Manufacturing,Training Coordinator,['Law'],"['Cannabis Investment', 'Cannabis Eco-Friendly Practices', 'Cannabis Accessories', 'Cannabis Sustainability', 'Cannabis Education', 'Cannabis Extraction Methods', 'Cannabis Policy', 'Cannabis Advocacy', 'Cannabis Distribution Networks']",PhD in Social Work,Data Science,True,['Outstanding Achievement in Data Visualization Tools'],"['Data Analyst', 'Six Sigma Black Belt']","Serv078,Serv182,Pro239","OPR074,OPR075,OPR107,OPR093,OPR038",Not Started,2024-05-21 00:38:52,2020-12-09 04:28:32,2024-10-06 20:48:02
U714C,103,Time forward long those eight north.,nacb/profile/jacobshepherd,Female,https://picsum.photos/794/518,1943-09-21,"['40.35264260', '45.12604140']","Armenia, Gegharkunik Province",https://gardner-kennedy.info/,https://www.johnson.biz/,https://martinez.com/,374,3637558455,Electrical/Electronic Manufacturing,Recruitment Specialist,"['Consulting', 'Climate Science']","['Cannabis Supply Chain Innovations', 'Cannabis Edibles', 'Cannabis Customer Experience', 'Cannabis Workshops', 'Cannabis Regulatory Compliance', 'Cannabis Research and Development']",MS in Psychology,Quality Assurance,True,[],[],"Pro207,Pro345","OPR081,OPR034",In Progress,2024-01-18 12:40:16,2021-06-22 00:18:56,2023-05-17 10:03:00
U715L,161,Prepare forget movie cultural worker.,nacb/profile/john34,Male,https://picsum.photos/248/686,1946-10-21,"['36.51840000', '126.80000000']","South Korea, South Chungcheong Province",https://www.wilson-nixon.net/,http://www.ross.com/,http://www.jenkins.org/,82,3474904368,Retail Trade,Chief Revenue Officer (CRO),['Human Resources'],"['Cannabis Innovations', 'Cannabis Technology', 'Cannabis Conferences', 'Cannabis Research', 'Cannabis Industry Certifications', 'Cannabis Processing', 'Cannabis Advocacy']",MS in Public Health,Brand Management,False,"['Best Data Science Strategy Implementation', 'Recommendation Strategy Refinement Recognition', 'Outstanding Contribution to Big Data Analytics']",['Certified Business Analysis Professional (CBAP)'],"Pro299,Pro017,Pro033","OPR091,OPR101",Completed,2024-02-06 12:16:42,2024-07-18 11:33:38,2024-12-29 11:57:08
U716X,3243,Along cut plan coach.,nacb/profile/glogan,Male,https://dummyimage.com/292x708,1962-08-26,"['-15.65960560', '32.71813750']","Mozambique, Tete Province",https://beltran-davis.org/,http://www.harding.org/,http://www.donovan.info/,258,1206609375,Hospitality,Back-End Developer,"['Data Science', 'Water Resources', 'Investment Banking']","['Cannabis Marketing', 'Cannabis Research and Development', 'Cannabis Concentrates', 'Cannabis Vaping', 'Cannabis Soil and Nutrients']",Associate Degree in Botany,Financial Analysis,True,[],['ISO 9001 (Quality Management)'],"Pro003,Pro103","OPR105,OPR033,OPR012,OPR103",In Progress,2024-03-31 14:12:36,2020-02-12 09:58:57,2022-05-01 13:57:09
U717R,1696,Course speak senior consider health.,nacb/profile/jennifer99,Male,https://dummyimage.com/245x420,1985-12-05,"['14.63380390', '-3.41955270']","Mali, Mopti Region",https://beltran.com/,https://www.goodman.biz/,http://www.thompson.com/,223,4565803240,Wholesale Jewelry,Sales Director,"['Fashion', 'Child Development', 'Risk Management']",['Cannabis Investment'],BS in Geology,Crisis Management,True,[],"['HR Specialist', 'Extraction Technician']","Serv238,Serv292","OPR120,OPR029,OPR057",In Progress,2024-03-24 14:54:58,2023-03-27 19:50:31,2024-04-16 06:00:52
U718W,3034,Drug offer book program hard marriage I.,nacb/profile/leonlisa,Female,https://placekitten.com/194/446,1962-04-29,"['39.35391780', '126.16827100']","North Korea, South Pyongan Province",http://mendez.com/,https://www.smith.com/,http://gomez.com/,850,9891824412,Wedding Planning,Clinical Research Coordinator,"['Neuroscience', 'Child Development']","['Cannabis Dispensary Operations', 'Cannabis Compliance', 'Cannabis Conferences', 'Cannabis Cultivation', 'Cannabis Accessories', 'Cannabis Pest Management', 'Cannabis Industry Events', 'Cannabis Industry Certifications']",BS in Accounting,Compliance Management,False,"['Excellence in Analytics Tools Development', 'Best Performance in Big Data Solutions']",[],"Pro141,Pro169,Serv208,Serv022","OPR054,OPR045,OPR057,OPR001,OPR095",Completed,2024-07-10 14:13:30,2022-07-07 06:21:13,2024-01-14 14:26:42
U719P,3436,Season manage vote send.,nacb/profile/lori43,Female,https://placekitten.com/839/83,1970-03-09,"['-8.51556080', '126.01592550']","Timor-Leste, Manatuto District",https://glass.com/,https://garcia.com/,http://www.williamson.org/,670,1923552745,Family Planning Centers,Chief Research Officer (CRO),"['Culinary Arts', 'Bioinformatics']","['Cannabis Drug Interactions', 'Cannabis Clinical Trials', 'Cannabis Clinical Trials', 'Cannabis Research', 'Cannabis Research', 'Cannabis Policy', 'Cannabis Trends', 'Cannabis Accessories', 'Cannabis Waste Management']",MS in Education,Customer Service,True,[],[],"Pro107,Pro349,Serv374,Pro247,Pro143","OPR003,OPR043",Not Started,2024-02-04 02:00:06,2022-02-15 21:12:06,2023-03-31 18:15:27
